SITIODESEMBARCO_ESPECIE_CAT;Cuartil_inf_Precio_Esp_Cat;Cuartil_sup_Precio_Esp_Cat
Malecón (Puerto Gaitán)_Brachyplatystoma vaillantii_Revuelto;10200;12000
Tagachí_Megaleporinus muyscorum_Revuelto;1198;1198
Las Flores_Megalops atlanticus_Grande;9000;9000
Las Flores_Scomberomorus brasiliensis_Grande;2400;9000
Miramar - Bahía Málaga_Caranx sexfasciatus_Varios tamaños;6000;6000
Manaure Abajo_Scomberomorus brasiliensis_Mediano;15000;15000
Manaure Abajo_Scomberomorus cavalla_Mediano;20000;20000
Tajamar Occidental_Megalops atlanticus_Grande;11981;13814
Mulatos_Scomberomorus brasiliensis_Revuelto;17495;21981
Taganga_Caranx latus_Mediano;6000;6000
Taganga_Etelis oculatus_Grande;20000;20000
Codis_Selene setapinnis_Mediano;9836;9836
La Ensenada_Cynoscion squamipinnis_Revuelto;3500;3500
La Ensenada_Centropomus armatus_Grande;5225;15000
La Ensenada_Polydactylus approximans_Grande;3500;3500
Morrosquillo_Elops smithi_Mediano;4966;5834
La Ensenada_Peprilus spp._Grande;2500;2500
La Ensenada_Cynoscion squamipinnis_Mediano;3500;3500
La Ensenada_Cynoscion phoxocephalus_Revuelto;3500;3500
La Ensenada_Centropomus armatus_Revuelto;3500;3500
Muelle Las Flores_Brotula clarkae_Grande;18000;18000
Muelle Las Flores_Hyporthodus acanthistius_Grande;14000;14000
Barrio Arriba - Barbosa (Magangué)_Hoplias malabaricus_Mediano;1615;1890
Muelle Las Flores_Hoplopagrus guentherii_Grande;13000;13000
Muelle La Samaritana_Lutjanus guttatus_Grande;22000;22000
Las Tenazas_Larimus breviceps_Pequeño;4762;4762
Orpua_Cynoscion albus_Grande;16000;16000
La Rampa (Barrancabermeja)_Megaleporinus muyscorum_Revuelto;2491;2491
Muelle La Samaritana_Lutjanus peru_Grande;12000;12000
Muelle La Samaritana_Brotula clarkae_Pequeño;3000;3000
Palomino_Megaleporinus muyscorum_Grande;1667;1667
La Gloria_Piaractus brachypomus_Grande;8000;8000
Virudó_Epinephelus quinquefasciatus_Grande;12000;12000
Virudó_Sciades dowii_Revuelto;10000;10000
Puerto Ciénaga de Paredes_Sorubim cuspicaudus_Revuelto;10000;10000
Puerto Abajo (Dibulla)_Sciades proops_Revuelto;8000;8000
El Porvenir_Caranx ruber_Mediano;14815;14815
Guazo_Plagioscion magdalenae_Grande;6000;6000
Puerto Amor_Plagioscion magdalenae_Revuelto;8006;8119
Tajamar Occidental_Caranx hippos_Grande;11950;11950
Puerto principal (San Vicente del Caguán)_Calophysus macropterus_Revuelto;14000;14000
El Valle_Thunnus albacares_Varios tamaños;8000;17900
Policía fluvial (Quibdó)_Hoplias malabaricus_Mediano;6757;6757
El Pájaro_Scomberomorus brasiliensis_Revuelto;6857;7891
Puerto Miraflores_Rhencus panamensis_Revuelto;14000;14000
Paujil_Piaractus orinoquensis_Revuelto;5900;5900
Mayapo_Hyporthodus nigritus_Pequeño;6914;6957
Puerto Miraflores_Hemanthias signifer_Revuelto;14000;14000
Popoya Playa_Scomberomorus brasiliensis_Mediano;12000;12000
La T_Sphyraena barracuda_Mediano;9000;9000
La T_Epinephelus itajara_Grande;6000;6000
Puerto Arriba (Dibulla)_Trichiurus lepturus_Pequeño;1936;1997
Puerto Arriba (Dibulla)_Conodon nobilis_Pequeño;3000;3000
Belén (El Banco)_Sorubim cuspicaudus_Grande;10000;10000
Codis_Chloroscombrus chrysurus_Mediano;7619;7619
El Roto_Mycteroperca bonaci_Pequeño;7273;7273
Champaché_Centropomus pectinatus_Grande;14528;14528
Curillo_Leiarius marmoratus_Mediano;20000;20000
Barrio La Unión_Caranx hippos_Mediano;7975;7999
Barrio La Unión_Sphyraena guachancho_Grande;7754;15000
Barrio La Unión_Caranx hippos_Pequeño;3913;3913
Ica-Copipa_Centropomus undecimalis_Pequeño;28000;28000
Ica-Copipa_Centropomus undecimalis_Grande;28000;28000
Ica-Copipa_Elops smithi_Revuelto;10000;10000
Ica-Copipa_Rachycentron canadum_Mediano;15979;16000
Ica-Copipa_Caranx latus_Mediano;15973;15999
Ica-Copipa_Scomberomorus cavalla_Revuelto;28000;28000
Ica-Copipa_Elops smithi_Mediano;8100;9900
Playa de Arusí_Epinephelus analogus_Revuelto;12000;12000
Playa de Arusí_Brotula clarkae_Grande;14546;14880
Playa de Arusí_Elagatis bipinnulata_Mediano;12985;13734
Ica-Copipa_Caranx latus_Pequeño;15896;15995
Buchadó_Kronoheros umbrifer_Revuelto;1963;1963
Buchadó_Pimelodus punctatus_Mediano;1848;1946
Tribugá_Lutjanus guttatus_Revuelto;16000;16000
Arquimedes_Lutjanus synagris_Pequeño;8000;8000
Puerto La Candelaria_Plagioscion magdalenae_Grande;7427;7782
San José de la Calle_Prochilodus magdalenae_Grande;5982;5982
Berrugas_Sciades proops_Mediano;4941;5944
Clarinetero_Pimelodus sp. 4_Varios tamaños;2500;2507
Clarinetero_Pterygoplichthys multiradiatus_Varios tamaños;1446;1446
Poportín_Lutjanus griseus_Grande;12000;12000
Berrugas_Trachinotus falcatus_Grande;5769;5769
Barrio Santa Lucía_Panulirus argus_Pequeño;30000;30000
El Ferry_Spatuloricaria gymnogaster_Revuelto;1979;2017
Jurubirá_Scomberomorus sierra_Mediano;8000;8000
Poportín_Balistes capriscus_Revuelto;5000;5000
Clarinetero_Leiarius marmoratus_Varios tamaños;3500;3500
Puerto Bello_Plagioscion magdalenae_Pequeño;2000;2000
Puerto Abajo (Dibulla)_Selene brownii_Revuelto;4000;4000
Puerto Abajo (Dibulla)_Notarius grandicassis_Grande;4000;4000
Ciénaga de Mesolandia_Hoplias malabaricus_Grande;8144;8788
Villa Fátima_Haemulon plumieri_Grande;5000;5000
Villa Fátima_Lutjanus griseus_Mediano;10000;10000
Villa Fátima_Lutjanus synagris_Mediano;11813;11813
Puerto Real - Saloa_Sorubim cuspicaudus_Revuelto;8000;8000
Ciénaga de Mesolandia_Megaleporinus muyscorum_Mediano;9184;9184
Paujil_Myloplus schomburgkii_Revuelto;4823;6173
Paujil_Hoplias curupira_Revuelto;4801;4801
Orpua_Notarius troschelii_Pequeño;10000;10000
Purricha_Cynoscion albus_Pequeño;12000;13800
Purricha_Trachinotus paitensis_Grande;12000;12000
Playa Pescadores - Capurganá_Lutjanus analis_Mediano;20000;20000
Montaño_Hoplias malabaricus_Pequeño;1351;1351
Orpua_Menticirrhus panamensis_Pequeño;10000;10000
San Antonio de Padua_Pseudopimelodus sp. 1_Pequeño;7857;7857
Montaño_Caquetaia kraussii_Revuelto;1168;1168
Locadía_Sphyraena guachancho_Revuelto;10000;12659
Montaño_Hoplias malabaricus_Mediano;735;735
Puerto principal (San Vicente del Caguán)_Brachyplatystoma rousseauxii_Grande;18000;18000
Zapata_Cynoscion virescens_Pequeño;21890;22000
Bahía de Santa Marta_Lutjanus griseus_Mediano;20183;22657
Jurubirá_Hemiramphus saltator_Mediano;8000;8000
Pizarro_Lobotes pacifica_Revuelto;7000;8000
Puerto Asure_Sorubim cuspicaudus_Pequeño;7000;7000
La Punta - Firme Cifuentes_Larimus effulgens_Revuelto;5000;5000
Puerto Arriba (Dibulla)_Mugil liza_Mediano;10355;11117
Puerto Arriba (Dibulla)_Bothus lunatus_Revuelto;2000;2000
Las Delicias_Lutjanus analis_Mediano;12000;12000
Las Delicias_Lutjanus analis_Pequeño;8000;8000
Las Delicias_Scarus coeruleus_Revuelto;4000;4000
Las Delicias_Archosargus rhomboidalis_Revuelto;3000;3000
Las Delicias_Panulirus laevicauda_Grande;28000;28000
Las Delicias_Balistes capriscus_Grande;3000;3000
Champaché_Trachinotus falcatus_Grande;12915;12996
Champaché_Megalops atlanticus_Grande;9108;9417
Champaché_Gerres cinereus_Grande;11765;11765
Mayapo_Scomberomorus cavalla_Mediano;17692;17692
Mayapo_Octopus vulgaris_Pequeño;20000;20000
Mayapo_Lutjanus griseus_Grande;10000;10000
Mayapo_Lutjanus cyanopterus_Pequeño;10000;10000
La Tagua_Calophysus macropterus_Pequeño;4167;4167
Purricha_Caranx caninus_Mediano;10000;10000
Purricha_Bagre panamensis_Mediano;10000;10000
Jodedor_Diapterus auratus_Pequeño;1311;1311
La T_Melichthys niger_Revuelto;4000;4000
Laguna Colorada_Pterodoras rivasi_Grande;5000;5000
Laguna Colorada_Piaractus orinoquensis_Mediano;5000;5000
Laguna Colorada_Brachyplatystoma vaillantii_Grande;5000;5000
Barrio La Unión_Elops smithi_Grande;6383;6383
Pesquera Aspabab_Scomberomorus sierra_Grande;7000;7000
Jodedor_Caranx latus_Grande;5976;5976
Jodedor_Coryphaena hippurus_Mediano;5000;5000
Jodedor_Seriola rivoliana_Mediano;11972;12000
Pesquera Aspabab_Bagre pinnimaculatus_Revuelto;8000;8000
Pesquera Aspabab_Lobotes pacifica_Revuelto;10000;10000
Pesquera Aspabab_Cynoscion albus_Grande;18000;18000
Las Delicias_Lobotes surinamensis_Grande;6000;6000
Las Delicias_Centropomus undecimalis_Mediano;8000;8000
Punta Ardita_Lutjanus guttatus_Grande;16000;16000
Docordó_Notarius troschelii_Grande;6000;6000
Las Delicias_Chaetodipterus faber_Revuelto;2000;2000
Purricha_Trachinotus kennedyi_Grande;10100;11900
Manaure Abajo_Rhomboplites aurorubens_Mediano;7000;7000
Damaquiel_Caranx hippos_Pequeño;14000;14000
Puerto Boca_Megaleporinus muyscorum_Revuelto;3986;4008
Lomita Arena_Caranx hippos_Pequeño;5984;5984
Robles_Oreochromis niloticus_Pequeño;4867;4867
Robles_Prochilodus magdalenae_Pequeño;10806;11284
Robles_Caquetaia kraussii_Mediano;4459;4548
Puerto Amor_Prochilodus magdalenae_Mediano;7260;7628
Purricha_Caranx caninus_Revuelto;8000;8000
La Plata - Bahía Málaga_Cynoscion phoxocephalus_Varios tamaños;17000;17000
Tasajera La Playa_Micropogonias furnieri_Mediano;5000;5000
Bocas de Seheve_Pseudoplatystoma magdaleniatum_Pequeño;2988;3071
La Plata - Bahía Málaga_Diapterus brevirostris_Varios tamaños;2500;2500
La Plata - Bahía Málaga_Strongylura exilis_Varios tamaños;2500;2500
Las Tenazas_Balistes vetula_Grande;4847;4992
Puerto Rico [Meta]_Ageneiosus inermis_Revuelto;12000;12000
El Pájaro_Sphyraena barracuda_Mediano;3750;3780
El Pájaro_Lachnolaimus maximus_Revuelto;5828;5949
Orpua_Cynoscion phoxocephalus_Mediano;10000;10000
El Pájaro_Mycteroperca bonaci_Revuelto;5996;8567
El Puerto (Tumaco)_Otros pescadilla_Mediano;6089;6343
El Puerto (Tumaco)_Notarius troschelii_Mediano;7000;7000
El Puerto (Tumaco)_Centropomus armatus_Pequeño;10000;10000
El Puerto (Tumaco)_Penaeus occidentalis_Revuelto;32100;33900
Playa Pescadores - Capurganá_Seriola dumerili_Pequeño;20000;20000
Playa Pescadores - Capurganá_Caranx latus_Mediano;12000;12000
Loma - San Sebastián_Sorubim cuspicaudus_Mediano;6270;6782
San Antonio de Padua_Hoplias malabaricus_Mediano;1837;1837
San Antonio de Padua_Kronoheros umbrifer_Pequeño;10000;10000
El Puerto (Tumaco)_Sphyraena ensis_Mediano;9000;9000
Sempegua_Pseudoplatystoma magdaleniatum_Pequeño;5714;5714
Bocanegra_Rachycentron canadum_Mediano;7407;7407
Bocanegra_Lutjanus purpureus_Grande;18000;18000
Sempegua_Plagioscion magdalenae_Revuelto;1323;1445
Bazurto_Ablennes hians_Grande;11952;11952
Puerto del Cerrito_Pseudoplatystoma magdaleniatum_Mediano;8000;8000
Palenquito_Sorubim cuspicaudus_Mediano;4000;4000
Puente Chambacú - Río Jella_Scomberomorus sierra_Varios tamaños;8000;8000
La Boquilla_Mugil incilis_Revuelto;5861;6842
La Boquilla_Selene setapinnis_Pequeño;5894;6817
Nueva Colonia_Strongylura timucu_Revuelto;3333;3333
Buchadó_Prochilodus magdalenae_Mediano;1922;1974
Usaragá_Megalops atlanticus_Grande;8000;8000
Usaragá_Bagre pinnimaculatus_Revuelto;7000;7000
Playa Totumo_Cynoscion virescens_Revuelto;12000;12000
Playa Totumo_Panulirus argus_Grande;40000;40000
Puerto de Gamarra_Sorubim cuspicaudus_Mediano;12000;12000
Taganga_Sphyraena barracuda_Pequeño;14000;14000
Docordó_Scomberomorus sierra_Pequeño;10000;10000
Bahía de Cispatá_Penaeus monodon_Grande;20400;27600
Clarinetero_Pseudoplatystoma metaense_Grande;10000;10000
Bahía de Cispatá_Caranx hippos_Grande;10000;10000
Loma - San Sebastián_Trachelyopterus insignis_Grande;2366;2513
Taganga_Ocyurus chrysurus_Mediano;15000;15000
Puerto Bello_Colossoma macropomum_Grande;3000;3000
Puerto Bello_Oreochromis niloticus_Grande;5000;5000
Bahía de Cispatá_Lutjanus purpureus_Mediano;20408;20408
La Rampa (Barrancabermeja)_Prochilodus magdalenae_Revuelto;6000;6000
Arrimadero La Unión_Lutjanus novemfasciatus_Mediano;16000;16000
Arrimadero La Unión_Notarius troschelii_Revuelto;12000;12000
Lomita Arena_Scomberomorus brasiliensis_Revuelto;9932;9932
Arrimadero La Unión_Trachinotus stilbe_Revuelto;14000;14000
Arrimadero La Unión_Hoplopagrus guentherii_Revuelto;12000;12000
Arrimadero La Unión_Epinephelus analogus_Pequeño;12000;12000
Arrimadero La Unión_Caulolatilus affinis_Mediano;12000;12000
Bahía de Cispatá_Lutjanus griseus_Grande;15980;19417
Arrimadero La Unión_Elagatis bipinnulata_Mediano;14000;14000
Arrimadero La Unión_Sphyraena ensis_Grande;14000;14000
Arrimadero La Unión_Caranx caninus_Mediano;14000;14000
Arrimadero La Unión_Trachinotus rhodopus_Revuelto;14000;14000
Arrimadero La Unión_Trachinotus stilbe_Mediano;14000;14000
Arrimadero La Unión_Trachinotus stilbe_Grande;14000;14000
Arrimadero La Unión_Hemiramphus saltator_Revuelto;14000;14000
Playa Necoclí_Trichiurus lepturus_Pequeño;8000;10000
Arrimadero La Unión_Nematistius pectoralis_Grande;14000;14000
Arrimadero La Unión_Nematistius pectoralis_Revuelto;14000;14000
Usaragá_Centropomus medius_Revuelto;12000;12000
La Punta_Centropomus undecimalis_Revuelto;19861;19861
Usaragá_Epinephelus quinquefasciatus_Grande;8000;8000
La Punta_Scomberomorus brasiliensis_Grande;20000;20000
Jodedor_Panulirus argus_Grande;40000;40000
Jodedor_Panulirus argus_Revuelto;40000;40000
Jodedor_Umbrina broussonnetii_Pequeño;4000;4000
Armenia_Ageneiosus pardalis_Pequeño;5000;5000
Las Tenazas_Caranx hippos_Pequeño;9004;9642
Las Tenazas_Caranx crysos_Grande;12092;12811
Puerto de Bolombolo_Prochilodus magdalenae_Pequeño;18000;18000
Las Tenazas_Trichiurus lepturus_Grande;10000;10000
Puerto Abajo (Dibulla)_Mugil curema_Pequeño;5000;5000
Puerto Abajo (Dibulla)_Micropogonias furnieri_Pequeño;4000;4000
Las Tenazas_Centropomus undecimalis_Grande;20202;24747
Puerto Abajo (Dibulla)_Orthopristis ruber_Revuelto;1000;1000
Tagachí_Megaleporinus muyscorum_Pequeño;1138;1138
Lamas_Hoplias malabaricus_Grande;2857;2857
Mayapo_Panulirus laevicauda_Grande;34894;34994
Mayapo_Panulirus laevicauda_Mediano;20000;20000
Mayapo_Panulirus laevicauda_Pequeño;8000;8000
Sivirú_Polydactylus approximans_Revuelto;10000;10000
Sivirú_Centropomus armatus_Pequeño;10000;11500
Sivirú_Scomberomorus sierra_Revuelto;10000;10000
Sivirú_Macrodon mordax_Mediano;10000;10000
Sivirú_Penaeus occidentalis_Revuelto;39600;44000
Santa Rosa_Mycteroperca rubra_Grande;9091;9091
Tasajera La Playa_Ariopsis canteri_Mediano;5000;5000
Mayapo_Epinephelus itajara_Grande;10000;10000
Puerto Principal (Leticia)_Brycon amazonicus_Grande;21053;21053
Puerto Principal (Leticia)_Piaractus brachypomus_Grande;16667;16667
Puerto Principal (Leticia)_Osteoglossum bicirrhosum_Grande;8974;8974
Puerto Principal (Leticia)_Hydrolycus scomberoides_Mediano;9091;9091
Tasajera La Playa_Selar crumenophthalmus_Mediano;8000;8000
Puerto Real - Saloa_Oreochromis niloticus_Grande;7200;7200
La T_Caranx crysos_Revuelto;6150;8850
Puerto Asure_Colossoma macropomum_Revuelto;8000;8000
Berrugas_Haemulon plumieri_Mediano;6078;9608
Berrugas_Ocyurus chrysurus_Pequeño;11940;11940
Bazurto_Lutjanus jocu_Mediano;16727;16727
Cecilia_Prochilodus magdalenae_Grande;9259;9259
Costilla_Pseudoplatystoma magdaleniatum_Revuelto;6944;7805
Agropez_Caranx latus_Grande;14871;15000
El Pájaro_Sphyraena barracuda_Revuelto;3981;3981
Policía fluvial (Quibdó)_Pseudopimelodus sp. 1_Mediano;10000;10000
Isla Fuerte_Lutjanus buccanella_Mediano;24933;24933
Isla Fuerte_Mycteroperca bonaci_Mediano;10093;11765
Pizarro_Sciades dowii_Revuelto;10000;10000
Pizarro_Lutjanus peru_Pequeño;24000;24000
Pizarro_Sciades dowii_Pequeño;6000;6000
Dotenedó_Epinephelus quinquefasciatus_Revuelto;10000;10000
Isla Fuerte_Panulirus argus_Revuelto;29458;34708
Puerto Miraflores_Lutjanus argentiventris_Revuelto;16000;16000
Virudó_Epinephelus quinquefasciatus_Revuelto;10100;11900
Champaché_Trachinotus falcatus_Pequeño;6848;6848
Puerto Miraflores_Coryphaena hippurus_Pequeño;14000;14000
Puerto Miraflores_Tylosurus pacificus_Pequeño;14000;14000
Milagros de la Mar_Notarius troschelii_Revuelto;6000;6000
Playa Pescadores - Capurganá_Sphyraena barracuda_Grande;14000;14000
Santropel - San Sebastián_Megaleporinus muyscorum_Pequeño;2024;2410
Las Flores_Megalops atlanticus_Mediano;8997;8997
San José_Pimelodus grosskopfii_Revuelto;1508;1508
Palomino_Oreochromis niloticus_Mediano;5500;5500
Río San Miguel_Prochilodus rubrotaeniatus_Grande;14000;14000
San José_Curimata mivartii_Revuelto;1627;1627
Lomita Arena_Chloroscombrus chrysurus_Pequeño;2912;2964
Nueva Ola_Plagioscion magdalenae_Pequeño;3856;4036
Pesquera Aspabab_Bagre panamensis_Revuelto;4000;4900
Pesquera Aspabab_Menticirrhus panamensis_Revuelto;7000;7000
Sivirú_Scomberomorus sierra_Pequeño;10000;12000
Sivirú_Notarius troschelii_Pequeño;10000;11800
Sivirú_Polydactylus approximans_Pequeño;10000;10000
Poportín_Haemulon plumieri_Mediano;5000;5000
Sivirú_Nebris occidentalis_Revuelto;10000;10000
Sivirú_Nebris occidentalis_Pequeño;10000;10000
Poportín_Octopus sp._Mediano;12000;12000
Las Tenazas_Scomberomorus cavalla_Grande;19754;20219
Poportín_Conodon nobilis_Grande;5000;5000
Purricha_Menticirrhus panamensis_Grande;12200;14000
Puerto Rico [Meta]_Mylossoma albiscopum_Revuelto;12000;12000
Chamuscado - Naya_Bagre pinnimaculatus_Mediano;9000;9000
Cabo de la Vela_Lachnolaimus maximus_Mediano;11429;11429
Berrugas_Seriola dumerili_Pequeño;11771;11875
Jurubirá_Haemulon flaviguttatum_Mediano;7000;7000
Locadía_Centropomus undecimalis_Mediano;17638;17981
Puerto Amor_Hoplias malabaricus_Grande;3333;3333
Cabo de la Vela_Panulirus argus_Pequeño;8946;31505
Manaure Abajo_Seriola rivoliana_Grande;8000;8000
Pizarro_Lutjanus argentiventris_Grande;17050;17950
Policía fluvial (Quibdó)_Ancistrus centrolepis_Pequeño;6000;6000
Playa Pescadores - Capurganá_Elagatis bipinnulata_Pequeño;20000;20000
Pizarro_Oligoplites altus_Revuelto;3000;3000
Cangrejito_Elops smithi_Mediano;2000;2000
Cangrejito_Lutjanus synagris_Pequeño;13150;15850
Cangrejito_Sciades proops_Mediano;5574;5907
Comercializadores independientes (Guapi)_Lobotes pacifica_Revuelto;14000;14000
Comercializadores independientes (Guapi)_Notarius troschelii_Revuelto;5000;5000
Sicará_Prochilodus magdalenae_Mediano;7376;9242
Bahía de Cispatá_Strongylura marina_Grande;8000;8000
Bahía de Cispatá_Calamus penna_Revuelto;8000;8000
Pomeño_Notarius troschelii_Pequeño;10000;10000
Pomeño_Penaeus occidentalis_Grande;50000;50000
Pomeño_Caranx caninus_Pequeño;17000;17000
Pomeño_Larimus argenteus_Mediano;14000;14000
Muelles del Camarón_Cynoscion squamipinnis_Revuelto;13000;13000
Muelles del Camarón_Lobotes pacifica_Pequeño;4000;4000
Bazurto_Centropomus ensiferus_Mediano;17000;17000
Bazurto_Centropomus ensiferus_Pequeño;14894;14894
Bazurto_Centropomus ensiferus_Grande;20000;20000
Bazurto_Scomberomorus brasiliensis_Mediano;16727;16727
Manaure Centro_Scomberomorus brasiliensis_Pequeño;10100;11900
Manaure Centro_Scomberomorus brasiliensis_Mediano;15000;15000
El Roto_Centropomus undecimalis_Revuelto;18671;18671
Mantequera_Hoplias malabaricus_Grande;2323;2323
Candelaria (Achí)_Cyphocharax magdalenae_Revuelto;1472;1499
Puerto Franco_Triportheus magdalenae_Revuelto;293;293
Guazo_Plagioscion magdalenae_Mediano;6250;6250
Vida Tranquila_Ageneiosus pardalis_Grande;5954;5954
Puerto Arriba (Dibulla)_Seriola rivoliana_Grande;9615;9615
Jurubirá_Epinephelus quinquefasciatus_Grande;10000;10000
Jurubirá_Notarius troschelii_Mediano;4000;4000
Guazo_Pseudoplatystoma magdaleniatum_Mediano;7000;7000
Las Balsas_Sorubimichthys planiceps_Revuelto;14000;14000
Puerto Arriba (Dibulla)_Larimus breviceps_Pequeño;1993;1993
Puerto Arriba (Dibulla)_Sparisoma rubripinne_Revuelto;3750;3750
Buchadó_Caquetaia kraussii_Mediano;2000;2000
Distribuidoras de Tumaco_Caranx caballus_Pequeño;4000;6850
Mantequera_Colossoma macropomum_Grande;3803;3977
Casco Urbano (Arauca)_Pinirampus pirinampu_Grande;5000;5000
Bazurto_Mugil liza_Grande;12000;12000
Guazo_Pseudoplatystoma magdaleniatum_Revuelto;6984;7000
Morrosquillo_Lutjanus purpureus_Grande;14000;14000
Laguna Colorada_Leiarius marmoratus_Revuelto;5000;5000
Laguna Colorada_Oxydoras sifontesi_Grande;5000;5000
Méjico_Hoplias malabaricus_Revuelto;960;1307
Méjico_Caquetaia kraussii_Revuelto;2132;2519
Sapzurro_Seriola dumerili_Grande;26000;26000
Punta Bonita_Notarius troschelii_Mediano;6964;8893
Las Delicias_Eucinostomus melanopterus_Pequeño;4000;4000
