SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_NUMERO_DE_EJEMPLARES_hist;Cuartil_sup_NUMERO_DE_EJEMPLARES_hist;Cuartil_inf_kg_IND_hist;Cuartil_sup_kg_IND_hist
Champaché_Línea de mano - Línea de mano fija marina_Mugil incilis; ; ; ; 
Guineal_Red de enmalle - Red de enmalle de encierro marina_Cynoscion phoxocephalus;2;2;0,25;0,25
Rincón del Mar_Línea de mano - Línea de mano fija marina_Seriola rivoliana;3;4;0,44;1,07
Puerto Chucha_Palangre o Espinel - Palangre o espinel de fondo_Lobotes surinamensis;4;4;1,23;1,23
Las Tenazas_Línea de mano - Línea de mano fija marina_Hypostomus hondae; ; ; ; 
La Tagua_Línea de mano - Línea de mano fija continental_Sorubimichthys planiceps;3;3;2,83;2,83
Cangrejito_Red de enmalle - Red de enmalle fija marina_Alectis ciliaris; ; ; ; 
Cupica_Línea de mano - Línea de mano fija marina_Lutjanus spp.;2;10;1,64;3,4
Dotenedó_Línea de mano - Línea de mano fija marina_Cynoscion albus;1;1;1,52;1,98
Casco urbano Roma_Red de enmalle - Red de enmalle fija continental_Pimelodus grosskopfii;1;1;0,18;0,18
Palomar_Atarraya - Atarraya_Pseudoplatystoma magdaleniatum;1;2;0,57;1,09
Barrio Chino_Línea de mano - Línea de mano fija continental_Colossoma macropomum;3;3;0,4;0,4
Muelle Hong Kong_Línea de mano - Línea de mano fija continental_Brachyplatystoma platynemum; ; ; ; 
Puerto Arriba (Dibulla)_Red de enmalle - Red de enmalle fija marina_Scomberomorus brasiliensis;1;2;0,52;0,98
Muelle Hong Kong_Línea de mano - Línea de mano fija continental_Brachyplatystoma tigrinum; ; ; ; 
Puerto Boca_Línea de mano - Línea de mano fija continental_Triportheus magdalenae;2;42;0,05;0,12
Playa Nueva_Red de enmalle - Red de enmalle de deriva marina_Epinephelus analogus; ; ; ; 
La Tranca_Red de enmalle - Red de enmalle fija continental_Colossoma macropomum;1;1;0,97;0,97
Playa Nueva_Red de enmalle - Red de enmalle camaronera_Centropomus robalito; ; ; ; 
Bocas del Atrato_Flecha - Flecha_Sciades proops;1;2;3,5;3,85
Pomeño_Red de enmalle - Red de enmalle fija marina_Diapterus brevirostris;1;5;0,27;1
Camarones_Trampas o Nasas - Nasas de Peces_Enchelycore nigricans; ; ; ; 
Barrio Abajo (Ciénaga)_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus apodus; ; ; ; 
Barrio Abajo (Ciénaga)_Palangre o Espinel - Palangre o espinel de fondo_Seriola dumerili; ; ; ; 
Pueblo Nuevo (Barrancominas)_Flecha - Flecha_Semaprochilodus laticeps;5;5;0,94;0,94
Barrio Pambelé_Red de enmalle - Red de enmalle fija marina_Seriola rivoliana;1;1;9;9
Barrio Pambelé_Red de enmalle - Red de enmalle fija marina_Mycteroperca bonaci;2;2;6;6
Barrio Pambelé_Red de enmalle - Red de enmalle fija marina_Lobotes surinamensis;1;1;3,19;6,56
Puerto Miraflores_Red de enmalle - Red de enmalle fija marina_Epinephelus quinquefasciatus;1;1;15;15
Desembarcadero (Juradó)_Línea de mano - Línea de mano fija marina_Mugil cephalus;29;29;0,6;0,6
Jurubirá_Palangre o Espinel - Palangre o espinel de fondo_Haemulon flaviguttatum;1;1;0,5;0,5
Bazurto_Red de enmalle - Red de enmalle fija marina_Albula vulpes;2;2;0,5;0,5
Purricha_Palangre o Espinel - Palangre o espinel de fondo_Cynoscion phoxocephalus;1;2;0,52;0,98
Méjico_Red de enmalle - Red de enmalle fija continental_Notarius bonillai;1;1;2,58;2,58
Muelle Las Flores_Red de enmalle - Red de enmalle de deriva marina_Menticirrhus spp.; ; ; ; 
Muelle La Samaritana_Red de enmalle - Red de enmalle de deriva marina_Epinephelus analogus; ; ; ; 
Santuario_Palangre o Espinel - Palangre calandrio_Megalonema sp. 1;10;38;0,16;0,71
Muelle La Samaritana_Red de enmalle - Red de enmalle de deriva marina_Cynoscion phoxocephalus; ; ; ; 
Santuario_Palangre o Espinel - Palangre calandrio_Salminus hilarii;1;2;2,03;2,6
Tasajera La Playa_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus purpureus;17;86;0,28;0,63
Plaza de mercado (La Dorada)_Red de enmalle - Red de enmalle de deriva continental_Piaractus brachypomus;3;3;2,09;2,09
Puerto principal (San Vicente del Caguán)_Atarraya - Atarraya_Mylossoma aureum;2;6;0,92;0,95
Puerto principal (San Vicente del Caguán)_Palangre o Espinel - Palangre calandrio_Brachyplatystoma rousseauxii;1;1;17,7;17,7
Limones_Red de enmalle - Red de enmalle camaronera_Caranx caballus; ; ; ; 
Guineal_Red de enmalle - Red de enmalle fija marina_Sciades dowii;1;8;0,8;10,5
Guineal_Red de enmalle - Red de enmalle fija marina_Centropomus robalito;3;19;0,23;0,79
Guineal_Red de enmalle - Red de enmalle fija marina_Cynoscion phoxocephalus;1;2;1,1;5,3
Tasajera La Playa_Palangre o Espinel - Palangre o espinel de fondo_Aluterus monoceros;15;15;0,4;0,4
Zapata_Red de enmalle - Red de enmalle fija marina_Lutjanus synagris;10;52;0,15;0,31
San Nicolás (Nechí)_Red de enmalle - Red de enmalle fija continental_Ctenolucius hujeta;1;7;0,09;0,12
Mulatos_Red de enmalle - Red de enmalle fija marina_Rachycentron canadum;1;1;2;2
Miramar - Bahía Málaga_Línea de mano - Línea de mano fija marina_Scomberomorus sierra; ; ; ; 
Miramar - Bahía Málaga_Red de enmalle - Red de enmalle fija marina_Sphyraena ensis; ; ; ; 
Ica-Copipa_Línea de mano - Línea de mano fija marina_Euthynnus alletteratus;9;9;0,67;0,67
Lamas_Atarraya - Atarraya_Cynopotamus atratoensis;1;3;0,11;0,21
Cartagena del Chairá_Línea de mano - Línea de mano fija continental_Brachyplatystoma tigrinum;1;1;3,5;3,5
Tribugá_Línea de mano - Línea de mano fija marina_Selar crumenophthalmus;16;36;0,13;0,15
Puerto Chucha_Red de enmalle - Red de enmalle de encierro marina_Caranx bartholomaei;50;50;0,16;0,16
Champaché_Línea de mano - Línea de mano fija marina_Scomberomorus brasiliensis; ; ; ; 
Pomeño_Red de enmalle - Red de enmalle de deriva marina_Parapsettus panamensis;2;4;0,13;0,24
Lomita Arena_Red de enmalle - Red de enmalle de encierro marina_Caranx latus;2;2;3,6;3,6
Palomino_Red de enmalle - Red de enmalle fija continental_Trachelyopterus insignis;2;20;0,1;0,24
Barrio La Unión_Línea de mano - Línea de mano fija marina_Sciades herzbergii;2;4;0,12;0,12
La Boquilla_Atarraya - Atarraya_Megalops atlanticus;1;3;0,43;2,31
Barrio La Unión_Línea de mano - Línea de mano fija marina_Mugil incilis;2;2;0,12;0,12
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Sciades herzbergii;2;5;0,05;0,18
Tasajera La Playa_Palangre o Espinel - Palangre o espinel de fondo_Melichthys niger;13;27;0,26;0,36
Puerto Chucha_Red de enmalle - Red de enmalle de encierro marina_Rachycentron canadum;1;8;1,72;2,14
Playa Necoclí_Red de enmalle - Red de enmalle fija marina_Rachycentron canadum;1;1;1,5;1,5
Playa Necoclí_Línea de mano - Línea de mano fija marina_Lutjanus synagris;4;51;0,21;0,82
Cooperativas - Pueblo Nuevo_Red de enmalle - Red de enmalle camaronera_Otros pescadilla; ; ; ; 
Playa Necoclí_Red de enmalle - Red de enmalle fija marina_Kyphosus vaigiens;18;18;1;1
Playa Necoclí_Red de enmalle - Red de enmalle fija marina_Anisotremus surinamensis;20;215;0,24;0,68
Bahía de Cispatá_Red de enmalle - Red de enmalle fija marina_Lutjanus apodus;1;2;0,26;0,37
Zapata_Red de enmalle - Red de enmalle fija marina_Euthynnus alletteratus;5;73;0,25;0,82
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Caranx bartholomaei;4;24;0,1;0,25
La Tagua_Línea de mano - Línea de mano fija continental_Brachyplatystoma rousseauxii;1;1;13,03;16,9
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Ablennes hians;3;28;0,14;0,33
Bahía de Cispatá_Buceo - Buceo de peces_Sphyraena guachancho;17;17;0,18;0,18
Arrimadero La Unión_Línea de mano - Línea de mano fija marina_Hyporthodus niphobles;4;10;2,33;2,67
Las Balsas_Red de enmalle - Red de enmalle fija continental_Pterodoras rivasi;1;1;1,75;1,75
Charambirá_Red de enmalle - Red de enmalle fija marina_Mugil curema;10;12;0,31;0,41
Charambirá_Red de enmalle - Red de enmalle fija marina_Lutjanus aratus;2;2;2,5;2,5
Playa Totumo_Palangre o Espinel - Palangre o espinel de fondo_Sciades proops;1;7;1,78;3,35
Playa Totumo_Palangre o Espinel - Palangre o espinel de fondo_Caranx hippos;1;6;3,9;6,49
Playa Totumo_Palangre o Espinel - Palangre o espinel de fondo_Rachycentron canadum;1;2;3,05;4,9
Playa Totumo_Palangre o Espinel - Palangre o espinel de fondo_Mugil incilis;26;123;0,17;0,3
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Eugerres plumieri;4;63;0,06;0,32
Lomita Arena_Palangre o Espinel - Palangre o espinel de superficie_Bagre filamentosus;5;5;0,64;0,64
Lomita Arena_Red de enmalle - Red de enmalle fija marina_Lutjanus griseus;7;7;0,43;0,43
Lomita Arena_Palangre o Espinel - Palangre o espinel de superficie_Lutjanus analis;1;1;1;1
Barrio La Unión_Palangre o Espinel - Palangre o espinel de fondo_Eugerres plumieri;2;2;0,12;0,12
Bazurto_Línea de mano - Línea de mano fija marina_Eugerres plumieri; ; ; ; 
Zapata_Red de enmalle - Red de enmalle fija marina_Seriola dumerili;21;41;0,5;0,5
Puerto Chucha_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus purpureus;1;1;3,2;3,2
Muelle Principal (Puerto Leguízamo)_Red de enmalle - Red de enmalle fija continental_Pseudoplatystoma tigrinum;1;1;6,75;6,75
Puerto Arriba (Dibulla)_Red de enmalle - Red de enmalle fija marina_Notarius grandicassis; ; ; ; 
Palomino_Red de enmalle - Red de enmalle fija continental_Pimelodus yuma;1;14;0,11;0,21
Puerto de las Canoas (Puerto Berrío)_Red de enmalle - Red de enmalle de deriva continental_Plagioscion magdalenae;1;1;2;2
El Pedral_Línea de mano - Línea de mano fija continental_Sternopygus aequilabiatus;1;1;0,37;0,37
El Muelle (Barrancabermeja)_Atarraya - Atarraya rastra_Pseudoplatystoma magdaleniatum;2;12;2,66;6,74
El Muelle (Barrancabermeja)_Palangre o Espinel - Palangre calandrio_Ageneiosus pardalis;1;19;0,95;1,38
El Muelle (Barrancabermeja)_Chinchorro continental - Chinchorra_Pseudopimelodus atricaudus;1;1;0,9;0,9
El Muelle (Barrancabermeja)_Chinchorro continental - Chinchorra_Sternopygus aequilabiatus;1;1;1;1
Puerto de las Canoas (Puerto Berrío)_Red de enmalle - Red de enmalle de deriva continental_Brycon moorei;2;6;1,64;2,61
Lomita Arena_Red de enmalle - Red de enmalle fija marina_Lutjanus cyanopterus;6;6;0,25;0,25
Playa de Arusí_Línea de mano - Línea de mano correteo curricán o trolling_Lutjanus aratus;1;1;5;5
Playa de Arusí_Línea de mano - Línea de mano correteo curricán o trolling_Lutjanus novemfasciatus;1;1;9,4;23,4
Playa de Arusí_Línea de mano - Línea de mano fija marina_Hyporthodus acanthistius;1;1;2;2
La Boquilla_Red de enmalle - Red de enmalle fija marina_Trachinotus carolinus;1;3;0,5;1,62
Barrio La Unión_Palangre o Espinel - Palangre o espinel de fondo_Umbrina coroides;2;10;0,31;0,48
Puerto Wilches_Línea de mano - Línea de mano fija continental_Ageneiosus pardalis;3;8;0,52;1,12
Puerto Los Córdobas_Red de enmalle - Red de enmalle de deriva marina_Penaeus schmitti;11;37;0,04;0,1
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Rhonciscus crocro;8;69;0,11;0,2
Palomino_Red de enmalle - Red de enmalle fija continental_Ctenolucius hujeta;1;4;0,05;0,1
Barrio La Unión_Red de enmalle - Red de enmalle fija marina_Eucinostomus melanopterus;20;20;0,05;0,05
El Porvenir_Buceo - Buceo marino mixto_Euthynnus alletteratus;1;3;0,53;2,87
Tribugá_Línea de mano - Línea de mano fija marina_Lutjanus spp.;3;10;0,54;1,17
Barrio Abajo (Ciénaga)_Changa - Red de arrastre artesanal o changa_Sepioteuthis sepioidea; ; ; ; 
Usaragá_Red de enmalle - Red de enmalle de deriva marina_Centropomus armatus;5;13;0,12;0,38
Usaragá_Red de enmalle - Red de enmalle de deriva marina_Haemulopsis leuciscus;3;7;0,2;0,49
Usaragá_Red de enmalle - Red de enmalle de deriva marina_Mugil cephalus;8;17;0,13;0,6
Usaragá_Red de enmalle - Red de enmalle de deriva marina_Ariopsis seemanni;5;19;0,12;0,25
Usaragá_Red de enmalle - Red de enmalle de deriva marina_Bagre pinnimaculatus;3;5;1,28;2,3
Puerto Chaparro_Red de enmalle - Red de enmalle fija continental_Pterygoplichthys pardalis;2;70;0,16;0,22
Usaragá_Red de enmalle - Red de enmalle de deriva marina_Mugil curema;8;27;0,14;0,17
Sivirú_Red de enmalle - Red de enmalle camaronera_Trachinotus kennedyi;1;1;1,5;1,5
Bahía de Cispatá_Red de enmalle - Red de enmalle fija marina_Euthynnus alletteratus;6;6;1,67;1,67
Bahía de Cispatá_Red de enmalle - Red de enmalle fija marina_Penaeus schmitti;16;77;0,03;0,04
Barrio La Unión_Línea de mano - Línea de mano fija marina_Eugerres plumieri;10;10;0,13;0,13
Barrio La Unión_Línea de mano - Línea de mano fija marina_Lutjanus synagris;10;12;0,35;0,73
Isla Fuerte_Red de enmalle - Red de enmalle de encierro marina_Anisotremus virginicus; ; ; ; 
Puerto Principal (Leticia)_Red de enmalle - Red de enmalle fija continental_Hydrolycus scomberoides;6;90;0,23;0,78
Puerto Principal (Leticia)_Red de enmalle - Red de enmalle fija continental_Lithodoras dorsalis;3;3;1,9;1,9
Lomita Arena_Red de enmalle - Red de enmalle fija marina_Notarius grandicassis;1;1;1;1
Lomita Arena_Red de enmalle - Red de enmalle fija marina_Anisotremus surinamensis;1;14;0,76;1,06
Champaché_Atarraya - Atarraya_Diapterus rhombeus; ; ; ; 
Puerto de desembarco (Barrancominas)_Línea de mano - Línea de mano fija continental_Brycon amazonicus;2;2;1,6;1,6
Puerto de desembarco (Barrancominas)_Línea de mano - Línea de mano fija continental_Oxydoras sifontesi;1;4;1,25;3,75
Puerto de desembarco (Barrancominas)_Línea de mano - Línea de mano fija continental_Leiarius marmoratus;4;33;1,03;1,79
Laguna Colorada_Red de enmalle - Red de enmalle fija continental_Schizodon scotorhabdotus;1;2;0,3;0,91
Laguna Colorada_Red de enmalle - Red de enmalle fija continental_Triportheus venezuelensis;1;4;0,15;0,19
Laguna Colorada_Palangre o Espinel - Palangre calandrio_Mylossoma aureum;5;7;0,74;0,85
Puerto de desembarco (Barrancominas)_Línea de mano - Línea de mano fija continental_Mylossoma albiscopum;5;19;0,79;1,04
Puerto de desembarco (Barrancominas)_Línea de mano - Línea de mano fija continental_Sorubimichthys planiceps;1;13;0,89;2,27
Puerto de desembarco (Barrancominas)_Línea de mano - Línea de mano fija continental_Pygocentrus cariba;5;5;0,5;0,5
Laguna Colorada_Red de enmalle - Red de enmalle fija continental_Hoplias curupira;1;3;0,43;0,54
Guineal_Red de enmalle - Red de enmalle fija marina_Caranx spp.;1;1;2,5;2,5
Guineal_Red de enmalle - Red de enmalle fija marina_Mugil cephalus;7;454;0,1;0,39
Laguna Colorada_Red de enmalle - Red de enmalle fija continental_Megalodoras guayoensis;1;1;0,68;2,87
Laguna Colorada_Red de enmalle - Red de enmalle fija continental_Pygocentrus cariba;1;5;0,28;0,87
Puerto La Candelaria_Atarraya - Atarraya_Salminus affinis;2;2;0,18;0,19
Cooperativas - Pueblo Nuevo_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus guttatus; ; ; ; 
Puerto principal (San Vicente del Caguán)_Palangre o Espinel - Palangre calandrio_Pseudoplatystoma punctifer;1;2;3,03;6,77
Guineal_Red de enmalle - Red de enmalle fija marina_Epinephelus quinquefasciatus;1;1;2;2
Purricha_Palangre o Espinel - Palangre o espinel de fondo_Sphyraena ensis;1;1;0,5;0,5
Puerto Amor_Red de enmalle - Red de enmalle fija continental_Centrochir crocodili;1;5;0,07;0,15
La Raya_Atarraya - Atarraya_Ageneiosus pardalis;2;7;0,37;0,61
Mulatos_Red de enmalle - Red de enmalle fija marina_Selene vomer;2;2;0,88;0,88
Marriaga_Red de enmalle - Red de enmalle fija continental_Pseudocurimata lineopunctata;3;22;0,05;0,3
Agropez_Red de enmalle - Red de enmalle fija marina_Caranx bartholomaei;11;170;0,21;0,48
Playa Nueva_Red de enmalle - Red de enmalle camaronera_Centropomus medius; ; ; ; 
Agropez_Red de enmalle - Red de enmalle fija marina_Priacanthus arenatus;9;20;0,21;0,48
Dotenedó_Red de enmalle - Red de enmalle fija marina_Bagre panamensis;10;10;0,4;0,4
Marriaga_Red de enmalle - Red de enmalle fija continental_Centropomus ensiferus;1;3;0,48;2,39
Puerto Miraflores_Línea de mano - Línea de mano fija marina_Calamus brachysomus;1;1;1,05;1,95
Playa Totumo_Red de enmalle - Red de enmalle fija marina_Panulirus argus;1;2;1,02;1,48
Puerto Miraflores_Palangre o Espinel - Palangre o espinel de fondo_Acanthocybium solandri;3;3;2,33;2,33
Robles_Atarraya - Atarraya_Oreochromis niloticus;16;84;0,28;0,29
Purricha_Palangre o Espinel - Palangre o espinel de fondo_Trachinotus kennedyi;1;1;4;4
Virudó_Línea de mano - Línea de mano fija marina_Notarius troschelii;23;23;0,83;0,83
Virudó_Línea de mano - Línea de mano fija marina_Sciades dowii;9;9;2,61;2,61
Purricha_Red de enmalle - Red de enmalle fija marina_Polydactylus opercularis;1;6;0,33;1
Piedras Blancas_Buceo - Buceo marino mixto_Sparisoma chrysopterum;43;43;0,26;0,26
Berrugas_Red de enmalle - Red de enmalle de encierro marina_Mugil curema;8;53;0,16;0,2
Punta de blanco_Red de enmalle - Red de enmalle fija continental_Abramites eques;4;4;0,14;0,14
Las Flores_Línea de mano - Línea de mano fija marina_Mugil incilis; ; ; ; 
Cooperativas - Pueblo Nuevo_Red de enmalle - Red de enmalle de deriva marina_Caranx caninus; ; ; ; 
Bazurto_Atarraya - Atarraya_Mugil incilis;4;8;0,26;0,49
Bazurto_Atarraya - Atarraya_Centropomus undecimalis;2;9;0,21;0,93
Bazurto_Atarraya - Atarraya_Mugil liza;8;8;0,59;0,59
La Gloria_Atarraya - Atarraya_Colossoma macropomum;1;1;0,5;0,5
La Gloria_Atarraya - Atarraya_Brycon moorei;2;2;0,25;0,25
Nueva Ola_Red de enmalle - Red de enmalle de deriva continental_Trachelyopterus insignis;8;8;0,12;0,12
Punta de blanco_Palangre o Espinel - Palangre calandrio_Sorubim cuspicaudus;3;21;0,38;1,04
Cooperativas - Pueblo Nuevo_Red de enmalle - Red de enmalle camaronera_Centropomus medius; ; ; ; 
Plaza de mercado (La Dorada)_Red de enmalle - Red de enmalle de deriva continental_Chaetostoma brevilabiatum;14;14;0,29;0,29
Plaza de mercado (La Dorada)_Red de enmalle - Red de enmalle de deriva continental_Sternopygus aequilabiatus;1;1;2;2
Puerto Abajo (Dibulla)_Red de enmalle - Red de enmalle fija marina_Chaetodipterus faber; ; ; ; 
Cooperativas - Pueblo Nuevo_Red de enmalle - Red de enmalle camaronera_Caranx caballus; ; ; ; 
Puerto Triunfo_Palangre o Espinel - Palangre calandrio_Pseudopimelodus atricaudus;1;3;0,31;0,52
Puerto Triunfo_Palangre o Espinel - Palangre calandrio_Rhamdia guatemalensis;1;1;0,3;0,3
Miramar - Bahía Málaga_Línea de mano - Línea de mano fija marina_Lobotes pacifica; ; ; ; 
Comercializadores independientes (Guapi)_Red de enmalle - Red de enmalle fija marina_Acanthocybium solandri; ; ; ; 
Purricha_Red de enmalle - Red de enmalle fija marina_Parapsettus panamensis;3;3;0,33;0,33
Barrio La Unión_Palangre o Espinel - Palangre o espinel de fondo_Balistes vetula;6;29;0,81;0,97
Guineal_Red de enmalle - Red de enmalle de encierro marina_Caranx sexfasciatus;4;4;0,25;0,25
Laguna Colorada_Palangre o Espinel - Palangre calandrio_Brycon whitei;6;6;0,4;0,42
Laguna Colorada_Palangre o Espinel - Palangre calandrio_Astronotus mikoljii;1;13;0,21;0,55
San Nicolás (Nechí)_Red de enmalle - Red de enmalle fija continental_Cyphocharax magdalenae;3;4;0,13;0,13
Puerto Rico [Meta]_Palangre o Espinel - Palangre calandrio_Calophysus macropterus;5;5;0,5;0,5
Puente Chambacú - Río Jella_Palangre o Espinel - Palangre o espinel de fondo_Istiophorus platypterus;1;1;25;25
Puerto Principal (Leticia)_Red de enmalle - Red de enmalle fija continental_Brachyplatystoma juruense;1;5;0,76;3,98
Puerto Principal (Leticia)_Red de enmalle - Red de enmalle fija continental_Sorubimichthys planiceps;1;1;1,59;2,67
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Lutjanus peru; ; ; ; 
Playa Nueva_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus colorado; ; ; ; 
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Cynoscion phoxocephalus; ; ; ; 
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Centropomus medius; ; ; ; 
