SITIODESEMBARCO_METODO_ESPECIE;Cuartil_inf_VALOR_Hist;Cuartil_sup_VALOR_Hist
Ica-Copipa_Red de enmalle - Red de enmalle fija marina_Menticirrhus americanus;2480;26600
Puerto Abajo (Dibulla)_Red de enmalle - Red de enmalle fija marina_Caranx hippos;9400;67200
Barrio Chino_Red de enmalle - Red de enmalle fija continental_Curimata mivartii;500;8750
Policía fluvial (Quibdó)_Red de enmalle - Red de enmalle fija continental_Sternopygus aequilabiatus;3400;20500
Policía fluvial (Quibdó)_Red de enmalle - Red de enmalle fija continental_Caquetaia kraussii;1600;28760
Punta de blanco_Red de enmalle - Red de enmalle fija continental_Pseudoplatystoma magdaleniatum;3285;30265
El Pájaro_Red de enmalle - Red de enmalle fija marina_Lutjanus cyanopterus;5000;35000
Policía fluvial (Quibdó)_Línea de mano - Línea de mano fija continental_Sternopygus aequilabiatus;3475;23770
Casco urbano (Puerto Escondido)_Red de enmalle - Red de enmalle fija marina_Ariopsis canteri;19200;85600
Paujil_Red de enmalle - Red de enmalle fija continental_Satanoperca daemon;39185;90385
Playa Necoclí_Red de enmalle - Red de enmalle fija marina_Sciades proops;33750;309750
Cabo de la Vela_Red de enmalle - Red de enmalle langostera_Lutjanus synagris;12600;42200
La Ensenada_Red de enmalle - Red de enmalle camaronera_Acanthocybium solandri;3500;81550
La Ensenada_Red de enmalle - Red de enmalle camaronera_Cynoscion phoxocephalus;3500;23500
La Ensenada_Red de enmalle - Red de enmalle camaronera_Bagre panamensis;2500;18250
La Ensenada_Red de enmalle - Red de enmalle camaronera_Larimus acclivis;2500;37500
La Ensenada_Red de enmalle - Red de enmalle camaronera_Polydactylus approximans;3500;49700
Cabo de la Vela_Trampas o Nasas - Nasas de Peces_Caranx crysos;21250;61200
Playa Necoclí_Red de enmalle - Red de enmalle fija marina campaña_Centropomus undecimalis;175500;1187500
Playa Necoclí_Red de enmalle - Red de enmalle fija marina campaña_Bagre filamentosus;75200;292000
Bocanegra_Atarraya - Atarraya_Lutjanus purpureus;2000;2000
Barrio Chino_Chinchorro continental - Chinchorro continental_Cynopotamus magdalenae;3800;55000
Bocanegra_Atarraya - Atarraya_Penaeus schmitti;24000;24000
Cangrejito_Red de enmalle - Red de enmalle fija marina_Cathorops wayuu;2000;37600
La Ensenada_Red de enmalle - Red de enmalle camaronera_Notarius troschelii;3500;20625
La Ensenada_Red de enmalle - Red de enmalle camaronera_Eucinostomus currani;2500;2500
La Chamba_Atarraya - Atarraya_Megaleporinus muyscorum;28460;66260
La Chamba_Atarraya - Atarraya_Pimelodus yuma;26760;181350
La Playa (El Banco)_Chinchorro continental - Chinchorro continental_Ageneiosus pardalis;16680;26140
Poportín_Buceo - Buceo marino mixto_Sphyraena guachancho;24400;24400
Villa Fátima_Red de enmalle - Red de enmalle de encierro marina_Haemulon aurolineatum;26000;2,00E+05
La Chamba_Atarraya - Atarraya_Prochilodus magdalenae;15740;110680
Mercado (Lorica)_Atarraya - Atarraya_Pimelodus yuma;730;85000
Camarones_Red de enmalle - Red de enmalle de deriva marina_Sphyraena guachancho;30000;30000
Caño Lobo_Línea de mano - Línea de mano fija marina_Centropomus ensiferus;10200;55600
Cooperativas - Pueblo Nuevo_Red de enmalle - Red de enmalle de deriva marina_Cyclopsetta querna;5000;14500
Cooperativas - Pueblo Nuevo_Red de enmalle - Red de enmalle de deriva marina_Prionotus spp. ppalmente prionotus horrens;4300;7900
Méjico_Red de enmalle - Red de enmalle de deriva continental_Curimata mivartii;1000;2575
Maracayo_Red de enmalle - Red de enmalle fija continental_Cyphocharax magdalenae;5550;78900
Curvaradó_Red de enmalle - Red de enmalle fija continental_Megaleporinus muyscorum;2450;6000
Caño Lobo_Atarraya - Atarraya_Megalops atlanticus;6900;28200
Maracayo_Red de enmalle - Red de enmalle fija continental_Caquetaia kraussii;4000;18550
Maracayo_Red de enmalle - Red de enmalle fija continental_Prochilodus magdalenae;5000;102000
Popoya Playa_Red de enmalle - Red de enmalle fija marina_Hyporthodus nigritus;6650;10100
Popoya Playa_Red de enmalle - Red de enmalle fija marina_Elops smithi;7200;15000
Popoya Playa_Red de enmalle - Red de enmalle fija marina_Chloroscombrus chrysurus;4000;12400
Pizarro_Red de enmalle - Red de enmalle fija marina_Centropomus viridis;101040;723150
Tagachí_Red de enmalle - Red de enmalle fija continental_Hoplias malabaricus;5460;70760
Dorada_Atarraya - Atarraya_Plagioscion magdalenae;2545;48825
Maracayo_Red de enmalle - Red de enmalle fija continental_Hoplias malabaricus;2550;42000
Primera Ensenada_Línea de mano - Línea de mano fija marina_Caranx bartholomaei;36500;71000
Primera Ensenada_Línea de mano - Línea de mano fija marina_Sphyraena guachancho;29000;69000
Primera Ensenada_Línea de mano - Línea de mano fija marina_Lutjanus synagris;38200;90600
Primera Ensenada_Línea de mano - Línea de mano fija marina_Bagre filamentosus;13000;27650
Primera Ensenada_Línea de mano - Línea de mano fija marina_Cynoscion leiarchus;12150;29850
Primera Ensenada_Línea de mano - Línea de mano fija marina_Scomberomorus brasiliensis;31100;98000
La Punta_Red de enmalle - Red de enmalle fija marina_Lutjanus griseus;14500;62250
Puerto Bogotá_Atarraya - Atarraya_Sorubim cuspicaudus;14650;50950
Primera Ensenada_Línea de mano - Línea de mano fija marina_Rachycentron canadum;13500;58000
Pizarro_Red de enmalle - Red de enmalle fija marina_Lutjanus peru;78080;253400
Pizarro_Red de enmalle - Red de enmalle fija marina_Sciades dowii;9440;293440
Pizarro_Red de enmalle - Red de enmalle fija marina_Trachinotus kennedyi;21000;21000
Pizarro_Red de enmalle - Red de enmalle fija marina_Caranx caninus;18475;45600
Tagachí_Línea de mano - Línea de mano fija continental_Ageneiosus pardalis;6170;39790
Bahía de Santa Marta_Red de enmalle - Red de enmalle fija marina_Sphyraena guachancho;7600;25000
Puerto Bogotá_Atarraya - Atarraya_Pimelodus yuma;21250;61250
Puerto El Waffe marino_Red de enmalle - Red de enmalle fija marina_Caranx hippos;48000;156000
Barrio Abajo (Ciénaga)_Red de enmalle - Red de enmalle fija marina_Caranx hippos;3000;24375
Tajamar Occidental_Red de enmalle - Red de enmalle de deriva marina_Caranx crysos;20000;147200
Tajamar Occidental_Red de enmalle - Red de enmalle de deriva marina_Panulirus argus;47300;142700
Bahía de Santa Marta_Línea de mano - Línea de mano fija marina_Megalops atlanticus;10000;43700
La Ensenada_Red de enmalle - Red de enmalle camaronera_Caranx caninus;2500;12500
La Ensenada_Red de enmalle - Red de enmalle camaronera_Menticirrhus panamensis;3500;9100
Maracayo_Red de enmalle - Red de enmalle fija continental_Sorubim cuspicaudus;5000;33000
La Chamba_Red de enmalle - Red de enmalle de deriva continental_Pseudoplatystoma magdaleniatum;60700;692000
Puerto Triunfo_Palangre o Espinel - Palangre calandrio_Sorubim cuspicaudus;24570;238230
Puerto Los Córdobas_Red de enmalle - Red de enmalle fija marina_Nebris microps;30000;658000
Puerto Triunfo_Palangre o Espinel - Palangre calandrio_Brycon moorei;16270;61600
Puerto Los Córdobas_Red de enmalle - Red de enmalle fija marina_Bairdiella ronchus;20000;366000
Puerto Los Córdobas_Red de enmalle - Red de enmalle fija marina_Penaeus schmitti;30100;31900
Puerto Los Córdobas_Red de enmalle - Red de enmalle fija marina_Cynoscion jamaicensis;20600;128000
La Chamba_Red de enmalle - Red de enmalle de deriva continental_Sorubim cuspicaudus;52000;308160
Puerto Los Córdobas_Red de enmalle - Red de enmalle fija marina_Menticirrhus americanus;16500;2,00E+05
Puerto Barrio El Progreso_Red de enmalle - Red de enmalle de deriva continental_Sorubim cuspicaudus;11655;115845
Puerto Barrio El Progreso_Red de enmalle - Red de enmalle de deriva continental_Ageneiosus pardalis;10940;109440
Puerto Barrio El Progreso_Red de enmalle - Red de enmalle de deriva continental_Pseudoplatystoma magdaleniatum;23615;124650
Puerto Los Córdobas_Red de enmalle - Red de enmalle fija marina_Bagre filamentosus;13950;363600
Puerto Barrio El Progreso_Red de enmalle - Red de enmalle fija continental_Isorineloricaria tenuicauda;5800;5800
Puerto Barrio El Progreso_Red de enmalle - Red de enmalle fija continental_Megaleporinus muyscorum;13300;13300
Puerto Barrio El Progreso_Red de enmalle - Red de enmalle fija continental_Plagioscion magdalenae;10185;176675
Morrosquillo_Línea de mano - Línea de mano fija marina_Lutjanus synagris;4000;216000
Morrosquillo_Línea de mano - Línea de mano fija marina_Scomberomorus cavalla;10050;177000
Morrosquillo_Atarraya - Atarraya_Centropomus undecimalis;9450;65100
Morrosquillo_Línea de mano - Línea de mano fija marina_Centropomus undecimalis;6000;222000
Isla Fuerte_Línea de mano - Línea de mano correteo curricán o trolling_Euthynnus alletteratus;36300;198500
Isla Fuerte_Línea de mano - Línea de mano correteo curricán o trolling_Istiophorus platypterus;99300;303200
Docordó_Red de enmalle - Red de enmalle de deriva marina_Bagre panamensis;10800;178050
Docordó_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus peru;8575;149100
Docordó_Palangre o Espinel - Palangre o espinel de fondo_Lutjanus jordani;21600;122400
Belén (San Marcos)_Red de enmalle - Red de enmalle fija continental_Caquetaia kraussii;300;3240
Belén (San Marcos)_Palangre o Espinel - Palangre calandrio_Sorubim cuspicaudus;11325;45520
Puerto Arriba (Dibulla)_Red de enmalle - Red de enmalle fija marina_Alectis ciliaris;2750;7250
Puerto Arriba (Dibulla)_Red de enmalle - Red de enmalle fija marina_Caranx crysos;9700;115500
Puerto Arriba (Dibulla)_Trampas o Nasas - Nasas de Peces_Lachnolaimus maximus;9800;72200
Jurubirá_Línea de mano - Línea de mano fija marina_Caranx caninus;2940;63100
Jurubirá_Línea de mano - Línea de mano fija marina_Euthynnus lineatus;2000;45440
Mantequera_Red de enmalle - Red de enmalle fija continental_Curimata mivartii;3330;12990
Jurubirá_Línea de mano - Línea de mano fija marina_Seriola rivoliana;1725;147850
San Alejandro_Red de enmalle - Red de enmalle fija continental_Dasyloricaria latuira;360;1780
Nueva Ola_Atarraya - Atarraya_Pimelodus yuma;2000;13500
Barrio Pambelé_Red de enmalle - Red de enmalle fija marina_Centropomus undecimalis;50000;177000
Nueva Ola_Chinchorro continental - Chinchorro continental_Megaleporinus muyscorum;940;34120
Nueva Ola_Chinchorro continental - Chinchorro continental_Cynopotamus magdalenae;1320;13740
Nueva Ola_Chinchorro continental - Chinchorro continental_Triportheus magdalenae;600;48000
Nueva Ola_Chinchorro continental - Chinchorro continental_Sorubim cuspicaudus;1980;33160
Nueva Ola_Chinchorro continental - Chinchorro continental_Curimata mivartii;300;5895
Barrio Pambelé_Red de enmalle - Red de enmalle fija marina_Scomberomorus cavalla;55000;215000
Barrio Pambelé_Red de enmalle - Red de enmalle fija marina_Cynoscion virescens;24000;454000
Puerto Los Córdobas_Red de enmalle - Red de enmalle de deriva marina_Scomberomorus brasiliensis;34300;711975
Puerto Los Córdobas_Red de enmalle - Red de enmalle de deriva marina_Scomberomorus cavalla;25375;182950
Puerto Los Córdobas_Red de enmalle - Red de enmalle de deriva marina_Cynoscion jamaicensis;35550;85500
Puerto Los Córdobas_Red de enmalle - Red de enmalle fija marina_Sciades proops;22800;51800
Puerto Los Córdobas_Red de enmalle - Red de enmalle fija marina_Centropomus undecimalis;42800;113000
Puerto Los Córdobas_Red de enmalle - Red de enmalle fija marina_Lobotes surinamensis;22200;38000
Las Balsas_Chinchorro continental - Chinchorro continental_Pinirampus pirinampu;34800;202600
Puerto Los Córdobas_Red de enmalle - Red de enmalle de deriva marina_Euthynnus alletteratus;13500;112500
Puerto Los Córdobas_Red de enmalle - Red de enmalle de deriva marina_Bairdiella ronchus;14500;123000
Morrosquillo_Línea de mano - Línea de mano fija marina_Alectis ciliaris;4000;31800
Puerto Los Córdobas_Red de enmalle - Red de enmalle de deriva marina_Bagre filamentosus;12000;90000
El Muelle (Puerto López)_Red de enmalle - Red de enmalle fija continental_Pinirampus pirinampu;25600;74700
Morrosquillo_Línea de mano - Línea de mano fija marina_Lobotes surinamensis;10300;15700
Las Balsas_Red de enmalle - Red de enmalle fija continental_Prochilodus mariae;201300;471750
Las Balsas_Red de enmalle - Red de enmalle fija continental_Leiarius marmoratus;48000;48000
Muelles del Camarón_Red de enmalle - Red de enmalle fija marina_Sciades dowii;199350;457550
Muelles del Camarón_Red de enmalle - Red de enmalle fija marina_Bagre pinnimaculatus;31400;92600
Muelles del Camarón_Red de enmalle - Red de enmalle fija marina_Notarius troschelii;40000;40000
Muelles del Camarón_Red de enmalle - Red de enmalle fija marina_Lobotes pacifica;28010;167400
Punta Ardita_Línea de mano - Línea de mano fija marina_Elagatis bipinnulata;118880;277120
San Miguel (Puerto Gaitán)_Atarraya - Atarraya_Zungaro zungaro;42900;42900
San Miguel (Puerto Gaitán)_Atarraya - Atarraya_Pseudoplatystoma orinocoense;18840;170160
San Miguel (Puerto Gaitán)_Atarraya - Atarraya_Brachyplatystoma vaillantii;9600;136180
San Miguel (Puerto Gaitán)_Atarraya - Atarraya_Pinirampus pirinampu;10800;50250
San Miguel (Puerto Gaitán)_Atarraya - Atarraya_Plagioscion squamosissimus;1820;13900
San Miguel (Puerto Gaitán)_Atarraya - Atarraya_Pterodoras rivasi;2140;21560
La Tagua_Línea de mano - Línea de mano fija continental_Ageneiosus inermis;10900;29600
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Scomberomorus sierra;12050;380250
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Otros menudo;25375;373560
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Otros pescadilla;48090;528600
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Centropomus medius;19200;438000
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Lutjanus guttatus;19000;370600
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Cynoscion phoxocephalus;19400;477200
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Bagre panamensis;20000;20000
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Cynoscion albus;100500;444750
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Lutjanus peru;13000;13000
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Lobotes pacifica;81100;100900
El Puerto (Tumaco)_Red de enmalle - Red de enmalle de deriva marina_Ablennes hians;10875;117000
Berrugas_Red de enmalle - Red de enmalle de encierro marina_Haemulon plumieri;15500;99000
Cabo Marzo_Línea de mano - Línea de mano fija marina_Seriola peruana;50000;1055440
Macurutú - Saloa_Red de enmalle - Red de enmalle fija continental_Curimata mivartii;3000;3000
Chapinero_Atarraya - Atarraya_Oreochromis niloticus;2200;7150
Pesquera Aspabab_Red de enmalle - Red de enmalle camaronera_Penaeus occidentalis;44000;748000
Pesquera Aspabab_Red de enmalle - Red de enmalle camaronera_Cynoscion phoxocephalus;28000;318500
Pesquera Aspabab_Red de enmalle - Red de enmalle camaronera_Nebris occidentalis;16800;187600
Pesquera Aspabab_Red de enmalle - Red de enmalle camaronera_Larimus argenteus;15400;347200
Pesquera Aspabab_Red de enmalle - Red de enmalle camaronera_Centropomus armatus;16000;224000
Pesquera Aspabab_Red de enmalle - Red de enmalle camaronera_Macrodon mordax;28000;427000
La Boquilla_Red de enmalle - Red de enmalle fija marina_Lutjanus griseus;13200;74000
La Boquilla_Red de enmalle - Red de enmalle fija marina_Centropomus undecimalis;15000;290000
La Boquilla_Red de enmalle - Red de enmalle fija marina_Cathorops mapale;5000;35000
La Boquilla_Red de enmalle - Red de enmalle fija marina_Elops smithi;12550;61750
Puerto Miraflores_Línea de mano - Línea de mano fija marina_Caranx caninus;33600;422800
Puerto Montecristo_Red de enmalle - Red de enmalle fija continental_Plagioscion magdalenae;2865;19915
Puerto Miraflores_Línea de mano - Línea de mano fija marina_Haemulon flaviguttatum;37100;406000
Playa Pescadores - Capurganá_Línea de mano - Línea de mano fija marina_Selene vomer;18060;44200
Lomita Arena_Palangre o Espinel - Palangre o espinel de superficie_Sciades proops;121200;142800
Puerto Miraflores_Red de enmalle - Red de enmalle marina de fondo_Notarius troschelii;46200;102900
Playa Pescadores - Capurganá_Línea de mano - Línea de mano fija marina_Scomberomorus brasiliensis;10360;125840
Taganga_Trampas o Nasas - Nasas de Peces_Panulirus argus;174600;1098000
Taganga_Trampas o Nasas - Nasas de Peces_Lutjanus analis;94000;166000
